                                                   slug  \
266   https://www.coffeereview.com/review/burundi-ka...   
267   https://www.coffeereview.com/review/ecuador-pe...   
268   https://www.coffeereview.com/review/panama-hac...   
269   https://www.coffeereview.com/review/kona-sl34-...   
270   https://www.coffeereview.com/review/ethiopia-y...   
271   https://www.coffeereview.com/review/costa-rica...   
272   https://www.coffeereview.com/review/tanzania-m...   
273   https://www.coffeereview.com/review/costa-rica...   
274   https://www.coffeereview.com/review/ethiopia-s...   
275   https://www.coffeereview.com/review/gesha-spir...   
276   https://www.coffeereview.com/review/kenya-nyer...   
277   https://www.coffeereview.com/review/philippine...   
278   https://www.coffeereview.com/review/philippine...   
279   https://www.coffeereview.com/review/costa-rica...   
280   https://www.coffeereview.com/review/ethiopia-g...   
281   https://www.coffeereview.com/review/costa-rica...   
282   https://www.coffeereview.com/review/colombia-f...   
283   https://www.coffeereview.com/review/44%cb%9an-...   
284   https://www.coffeereview.com/review/panama-fin...   
285   https://www.coffeereview.com/review/zambia-maf...   
286   https://www.coffeereview.com/review/mexico-alt...   
287   https://www.coffeereview.com/review/area-code-...   
288   https://www.coffeereview.com/review/kenya-wash...   
289   https://www.coffeereview.com/review/karatina-k...   
290   https://www.coffeereview.com/review/karamo-eth...   
291   https://www.coffeereview.com/review/ethiopia-n...   
292   https://www.coffeereview.com/review/ethiopia-w...   
293   https://www.coffeereview.com/review/classic-bl...   
294   https://www.coffeereview.com/review/tang-bohu-...   
295   https://www.coffeereview.com/review/ethiopia-k...   
296   https://www.coffeereview.com/review/costa-rica...   
297   https://www.coffeereview.com/review/ethiopia-g...   
298   https://www.coffeereview.com/review/fruit-bomb...   
299   https://www.coffeereview.com/review/colombia-q...   
300   https://www.coffeereview.com/review/colombia-t...   
301   https://www.coffeereview.com/review/colombia-f...   
302   https://www.coffeereview.com/review/honduras-n...   
303   https://www.coffeereview.com/review/chasing-ho...   
304   https://www.coffeereview.com/review/supernatural/   
305   https://www.coffeereview.com/review/ethiopia-a...   
306   https://www.coffeereview.com/review/kona-natur...   
307   https://www.coffeereview.com/review/colombia-t...   
308   https://www.coffeereview.com/review/colombia-q...   
309   https://www.coffeereview.com/review/colombia-p...   
310   https://www.coffeereview.com/review/philippine...   
311   https://www.coffeereview.com/review/colombia-c...   
312   https://www.coffeereview.com/review/meridia-ec...   
313   https://www.coffeereview.com/review/malaysia-s...   
314   https://www.coffeereview.com/review/ruby-sweet...   
315   https://www.coffeereview.com/review/fruits-isl...   
316   https://www.coffeereview.com/review/espresso-b...   
317   https://www.coffeereview.com/review/syunmei-es...   
318     https://www.coffeereview.com/review/peru-gesha/   
319   https://www.coffeereview.com/review/ecuador-lo...   
320   https://www.coffeereview.com/review/santa-elen...   
321   https://www.coffeereview.com/review/decaf-colo...   
322   https://www.coffeereview.com/review/nicaragua-...   
323   https://www.coffeereview.com/review/colombia-u...   
324   https://www.coffeereview.com/review/panama-fin...   
325   https://www.coffeereview.com/review/colombia-e...   
326   https://www.coffeereview.com/review/ethiopia-d...   
327   https://www.coffeereview.com/review/kenya-nyer...   
328   https://www.coffeereview.com/review/colombia-w...   
329   https://www.coffeereview.com/review/rwanda-gat...   
330   https://www.coffeereview.com/review/guatemala-...   
331   https://www.coffeereview.com/review/costa-rica...   
332   https://www.coffeereview.com/review/kenya-kahu...   
333   https://www.coffeereview.com/review/honduras-c...   
334   https://www.coffeereview.com/review/rwanda-gas...   
335   https://www.coffeereview.com/review/ethiopia-g...   
336   https://www.coffeereview.com/review/yemen-hara...   
337   https://www.coffeereview.com/review/brazil-faz...   
338   https://www.coffeereview.com/review/brazil-ipa...   
339   https://www.coffeereview.com/review/brazil-nat...   
340   https://www.coffeereview.com/review/sitio-pedr...   
341   https://www.coffeereview.com/review/brazil-sit...   
342   https://www.coffeereview.com/review/brazil-red...   
343   https://www.coffeereview.com/review/brazil-leg...   
344   https://www.coffeereview.com/review/brazil-mog...   
345   https://www.coffeereview.com/review/costa-rica...   
346   https://www.coffeereview.com/review/peru-amazo...   
347   https://www.coffeereview.com/review/ethiopia-o...   
348   https://www.coffeereview.com/review/minanga-vi...   
349   https://www.coffeereview.com/review/kau-tropic...   
350   https://www.coffeereview.com/review/kenya-peab...   
351   https://www.coffeereview.com/review/birambo-vi...   
352   https://www.coffeereview.com/review/kenya-kamg...   
353   https://www.coffeereview.com/review/ethiopia-b...   
354   https://www.coffeereview.com/review/kuta-kofi-...   
355   https://www.coffeereview.com/review/rwanda-gat...   
356   https://www.coffeereview.com/review/rock-the-h...   
357   https://www.coffeereview.com/review/kona-sl34-...   
358   https://www.coffeereview.com/review/yemen-al-m...   
359   https://www.coffeereview.com/review/kau-lactic...   
360   https://www.coffeereview.com/review/sumatra-ye...   
361   https://www.coffeereview.com/review/colombia-f...   
362   https://www.coffeereview.com/review/ethiopia-g...   
363   https://www.coffeereview.com/review/british-st...   
364   https://www.coffeereview.com/review/ethiopia-y...   
365   https://www.coffeereview.com/review/costa-rica...   
366   https://www.coffeereview.com/review/ethiopia-y...   
367   https://www.coffeereview.com/review/guatemala-...   
368   https://www.coffeereview.com/review/peru-washe...   
369   https://www.coffeereview.com/review/taiwan-was...   
370   https://www.coffeereview.com/review/ethiopia-g...   
371   https://www.coffeereview.com/review/colombia-b...   
372   https://www.coffeereview.com/review/ethiopia-s...   
373   https://www.coffeereview.com/review/gigesa-eth...   
374   https://www.coffeereview.com/review/oahu-tripl...   
375   https://www.coffeereview.com/review/rayo-del-s...   
376   https://www.coffeereview.com/review/colombia-i...   
377   https://www.coffeereview.com/review/monte-alba...   
378   https://www.coffeereview.com/review/ethiopia-g...   
379    https://www.coffeereview.com/review/flores-peru/   
380   https://www.coffeereview.com/review/glory-days-2/   
381   https://www.coffeereview.com/review/costa-rica...   
382   https://www.coffeereview.com/review/nyakibanda...   
383   https://www.coffeereview.com/review/guatemala-...   
384   https://www.coffeereview.com/review/kenya-kara...   
385   https://www.coffeereview.com/review/kibingo-bu...   
386   https://www.coffeereview.com/review/costa-rica...   
387   https://www.coffeereview.com/review/ecuador-ta...   
388   https://www.coffeereview.com/review/costa-rica...   
389   https://www.coffeereview.com/review/kona-bourb...   
390    https://www.coffeereview.com/review/peru-pangoa/   
391   https://www.coffeereview.com/review/guatemala-...   
392   https://www.coffeereview.com/review/panama-hac...   
393   https://www.coffeereview.com/review/peru-garde...   
394   https://www.coffeereview.com/review/pointu-lau...   
395   https://www.coffeereview.com/review/ecuador-fi...   
396   https://www.coffeereview.com/review/aged-sumat...   
397   https://www.coffeereview.com/review/indonesia-...   
398   https://www.coffeereview.com/review/kau-classi...   
399   https://www.coffeereview.com/review/odins-viki...   
400   https://www.coffeereview.com/review/dark-side-...   
401        https://www.coffeereview.com/review/jlove99/   
402   https://www.coffeereview.com/review/kenya-auct...   
403   https://www.coffeereview.com/review/black-magi...   
404    https://www.coffeereview.com/review/dark-canyon/   
405   https://www.coffeereview.com/review/sumatra-da...   
406   https://www.coffeereview.com/review/major-dick...   
407   https://www.coffeereview.com/review/pikes-plac...   
408   https://www.coffeereview.com/review/sumatra-bo...   
409   https://www.coffeereview.com/review/honduras-r...   
410   https://www.coffeereview.com/review/barokah-ho...   
411   https://www.coffeereview.com/review/secret-lov...   
412   https://www.coffeereview.com/review/espresso-b...   
413   https://www.coffeereview.com/review/ethiopia-g...   
414   https://www.coffeereview.com/review/colombia-f...   
415   https://www.coffeereview.com/review/ethiopia-n...   
416   https://www.coffeereview.com/review/ethiopia-a...   
417   https://www.coffeereview.com/review/ethiopia-b...   
418   https://www.coffeereview.com/review/ethiopia-d...   
419   https://www.coffeereview.com/review/ethiopia-w...   
420   https://www.coffeereview.com/review/indonesia-...   
421   https://www.coffeereview.com/review/kenya-wash...   
422   https://www.coffeereview.com/review/honduras-b...   
423   https://www.coffeereview.com/review/honduras-a...   
424   https://www.coffeereview.com/review/kenya-nyer...   
425   https://www.coffeereview.com/review/democratic...   
426   https://www.coffeereview.com/review/lugmapata-...   
427   https://www.coffeereview.com/review/red-sunset...   
428   https://www.coffeereview.com/review/macarena-c...   
429   https://www.coffeereview.com/review/haraaz-red...   
430   https://www.coffeereview.com/review/nicaragua-...   
431   https://www.coffeereview.com/review/twisted-v-...   
432   https://www.coffeereview.com/review/kaori-espr...   
433   https://www.coffeereview.com/review/chokoreeto...   
434   https://www.coffeereview.com/review/el-salvado...   
435   https://www.coffeereview.com/review/tanzania-p...   
436   https://www.coffeereview.com/review/ethiopia-k...   
437   https://www.coffeereview.com/review/guatemala-...   
438   https://www.coffeereview.com/review/colombia-s...   
439   https://www.coffeereview.com/review/colombia-f...   
440   https://www.coffeereview.com/review/monarch-es...   
441   https://www.coffeereview.com/review/uluwehi-fa...   
442   https://www.coffeereview.com/review/kau-ipa-na...   
443   https://www.coffeereview.com/review/honduras-f...   
444   https://www.coffeereview.com/review/ecuador-fi...   
445   https://www.coffeereview.com/review/monarch-es...   
446      https://www.coffeereview.com/review/opio-kona/   
447   https://www.coffeereview.com/review/hawaii-kau...   
448   https://www.coffeereview.com/review/guatemala-...   
449   https://www.coffeereview.com/review/session-bl...   
450   https://www.coffeereview.com/review/honduras-r...   
451   https://www.coffeereview.com/review/ethiopia-h...   
452   https://www.coffeereview.com/review/sumatra-ba...   
453   https://www.coffeereview.com/review/honduras-c...   
454   https://www.coffeereview.com/review/shakiso-na...   
455   https://www.coffeereview.com/review/cerro-azul...   
456   https://www.coffeereview.com/review/la-esmeral...   
457   https://www.coffeereview.com/review/yirgacheff...   
458   https://www.coffeereview.com/review/guatemala-...   
459   https://www.coffeereview.com/review/coe-sidama...   
460   https://www.coffeereview.com/review/ethiopia-y...   
461   https://www.coffeereview.com/review/tiger-blen...   
462   https://www.coffeereview.com/review/gayo-mandh...   
463   https://www.coffeereview.com/review/ethiopia-y...   
464   https://www.coffeereview.com/review/karen-j-ko...   
465   https://www.coffeereview.com/review/el-salvado...   
466   https://www.coffeereview.com/review/el-salvado...   
467    https://www.coffeereview.com/review/guo-mei-zhu/   
468    https://www.coffeereview.com/review/spring-dawn/   
469   https://www.coffeereview.com/review/costa-rica...   
470   https://www.coffeereview.com/review/ethiopia-g...   
471   https://www.coffeereview.com/review/hunkute-by...   
472   https://www.coffeereview.com/review/colombia-a...   
473   https://www.coffeereview.com/review/costa-rica...   
474   https://www.coffeereview.com/review/schweiks-b...   
475    https://www.coffeereview.com/review/neroli-cr90/   
476   https://www.coffeereview.com/review/sauvage-cr...   
477   https://www.coffeereview.com/review/whiskey-dr...   
478   https://www.coffeereview.com/review/black-leve...   
479   https://www.coffeereview.com/review/obsidian-m...   
480      https://www.coffeereview.com/review/704-blend/   
481   https://www.coffeereview.com/review/memory-lan...   
482   https://www.coffeereview.com/review/new-wave-b...   
483   https://www.coffeereview.com/review/house-blen...   
484   https://www.coffeereview.com/review/mo-better-...   
485   https://www.coffeereview.com/review/valkyrie-b...   
486   https://www.coffeereview.com/review/karindundu...   
487   https://www.coffeereview.com/review/medium-roast/   
488   https://www.coffeereview.com/review/dark-roast-5/   
489   https://www.coffeereview.com/review/floral-sam...   
490   https://www.coffeereview.com/review/classic-bl...   
491   https://www.coffeereview.com/review/colombia-g...   
492   https://www.coffeereview.com/review/pacas-esta...   
493   https://www.coffeereview.com/review/caribbean-...   
494   https://www.coffeereview.com/review/colombia-c...   
495   https://www.coffeereview.com/review/cocaine-fo...   
496   https://www.coffeereview.com/review/first-love...   
497   https://www.coffeereview.com/review/hunapu-nat...   
498   https://www.coffeereview.com/review/kabiufa-pa...   
499   https://www.coffeereview.com/review/ethiopia-n...   
500   https://www.coffeereview.com/review/uganda-org...   
501   https://www.coffeereview.com/review/bedhatu-ji...   
502   https://www.coffeereview.com/review/ethiopia-n...   
503   https://www.coffeereview.com/review/sabana-red...   
504   https://www.coffeereview.com/review/gigesa-eth...   
505   https://www.coffeereview.com/review/kau-peaber...   
506   https://www.coffeereview.com/review/ethiopia-b...   
507   https://www.coffeereview.com/review/sumatra-si...   
508   https://www.coffeereview.com/review/yemen-jaba...   
509   https://www.coffeereview.com/review/kenya-gaku...   
510   https://www.coffeereview.com/review/colombia-m...   
511   https://www.coffeereview.com/review/ethiopia-g...   
512   https://www.coffeereview.com/review/ethiopia-g...   
513   https://www.coffeereview.com/review/hacienda-e...   
514   https://www.coffeereview.com/review/gelena-gei...   
515   https://www.coffeereview.com/review/ethiopia-a...   
516   https://www.coffeereview.com/review/silver-mon...   
517   https://www.coffeereview.com/review/doho-class...   
518   https://www.coffeereview.com/review/holiday-re...   
519   https://www.coffeereview.com/review/rainy-day-...   
520   https://www.coffeereview.com/review/cold-air-e...   
521   https://www.coffeereview.com/review/winter-day...   
522   https://www.coffeereview.com/review/redline-es...   
523   https://www.coffeereview.com/review/la-cordill...   
524   https://www.coffeereview.com/review/ethiopia-t...   
525   https://www.coffeereview.com/review/ethiopia-g...   
526   https://www.coffeereview.com/review/decaf-xeno...   
527   https://www.coffeereview.com/review/skyway-fai...   
528   https://www.coffeereview.com/review/granville-...   
529   https://www.coffeereview.com/review/spice-isla...   
530   https://www.coffeereview.com/review/ethiopia-a...   
531   https://www.coffeereview.com/review/kona-tropi...   
532   https://www.coffeereview.com/review/gatomboya-...   
533   https://www.coffeereview.com/review/ethiopia-b...   
534   https://www.coffeereview.com/review/kau-bourbo...   
535   https://www.coffeereview.com/review/ethiopia-b...   
536   https://www.coffeereview.com/review/ethiopia-b...   
537   https://www.coffeereview.com/review/colombia-h...   
538   https://www.coffeereview.com/review/espresso-b...   
539   https://www.coffeereview.com/review/costa-rica...   
540   https://www.coffeereview.com/review/cerro-azul...   
541   https://www.coffeereview.com/review/panama-mam...   
542   https://www.coffeereview.com/review/ethiopia-y...   
543   https://www.coffeereview.com/review/haraaz-red-2/   
544   https://www.coffeereview.com/review/el-socorro...   
545   https://www.coffeereview.com/review/guatemala-...   
546   https://www.coffeereview.com/review/costa-rica...   
547   https://www.coffeereview.com/review/kenya-kiri...   
548   https://www.coffeereview.com/review/ethiopia-h...   
549   https://www.coffeereview.com/review/espresso-n...   
550   https://www.coffeereview.com/review/finca-huix...   
551   https://www.coffeereview.com/review/finca-sant...   
552   https://www.coffeereview.com/review/kenya-nyer...   
553   https://www.coffeereview.com/review/proyecto-a...   
554   https://www.coffeereview.com/review/las-morita...   
555   https://www.coffeereview.com/review/el-pintado...   
556   https://www.coffeereview.com/review/5a-ponient...   
557   https://www.coffeereview.com/review/espresso-b...   
558   https://www.coffeereview.com/review/esperanza-...   
559   https://www.coffeereview.com/review/esperanza-...   
560   https://www.coffeereview.com/review/finca-san-...   
561       https://www.coffeereview.com/review/5a-sur-2/   
